"","name","city","country","region","members","fullurl","created","past_events","upcoming_events","visibility","last_event","lat","lon"
"495","Spain Quantum Computing","Madrid","Spain","Europe",226,"https://www.meetup.com/Madrid-Quantum-Computing-Meetup/",2017-08-29,2,0,"public",2017-12-19,40.42,-3.71
"496","R-Ladies Brussels","Brussels","Belgium","Europe",234,"https://www.meetup.com/rladies-brussels/",2017-08-15,10,0,"public",2019-03-30,50.83,4.33
"497","R-Ladies Nijmegen","Nijmegen","Netherlands","Europe",346,"https://www.meetup.com/rladies-nijmegen/",2018-05-05,12,0,"public",2020-08-18,51.84,5.85
"498","R Glasgow","Glasgow","United Kingdom","Europe",265,"https://www.meetup.com/RGlasgow/",2019-04-24,6,0,"public",2021-01-11,55.87,-4.27
"499","R-Ladies Oslo","Oslo","Norway","Europe",546,"https://www.meetup.com/rladies-oslo/",2018-02-26,12,0,"public",2020-09-24,59.91,10.75
"500","R-Ladies Pune","Pune","India","Asia",165,"https://www.meetup.com/rladies-pune/",2019-09-29,8,0,"public",2021-05-09,18.53,73.84
"501","Bots,AR,PWeb-Mobile,ServerlessCC & BChain  Codeseeker's","Bangalore","India","Asia",795,"https://www.meetup.com/Bots-AR-PWeb-Mobile-ServerlessCC-BChain-Codeseekers/",2016-12-15,35,0,"public",2021-01-02,12.97,77.56
"502","R-Ladies Kansas City","Kansas City","USA","US/Canada",65,"https://www.meetup.com/rladies-kansas-city/",2019-07-19,4,0,"public",2020-02-14,39.1,-94.6
"503","R-Ladies Valparaíso","Valparaíso","Chile","Latin America",403,"https://www.meetup.com/rladies-valparaiso/",2018-05-18,27,0,"public",2021-06-03,-33.04,-71.64
"504","American Statistical Association - Philadelphia (ASA-P)","Philadelphia","USA","US/Canada",85,"https://www.meetup.com/amstatphilly/",2018-08-11,1,0,"public",2019-12-05,39.97,-75.17
"505","Bay Area entrepreneurs in statistics","Oakland","USA","US/Canada",1274,"https://www.meetup.com/Bay-Area-entrepreneur-in-statistics/",2014-07-21,27,0,"public",2020-04-04,37.84,-122.22
"506","MLGeek Brussels","Brussels","Belgium","Europe",698,"https://www.meetup.com/MLGeek-Brussels/",2013-03-14,24,0,"public",2017-05-09,50.83,4.33
"507","Chicago Chapter American Statistical Association","Chicago","USA","US/Canada",574,"https://www.meetup.com/Chicago-Chapter-American-Statistical-Association/",2012-09-17,47,0,"public",2020-11-20,41.88,-87.64
"508","ODSC Hyderabad Data Science","Hyderabad","India","Asia",1225,"https://www.meetup.com/ODSC-Hyderabad-Data-Science/",2019-08-19,41,2,"public",2021-06-10,17.4,78.48
"509","NYC Data Science, ML, AI Platform","New York","USA","US/Canada",696,"https://www.meetup.com/NYC-Data-Science-ML-AI-Platform/",2020-03-22,85,2,"public",2021-06-15,40.75,-73.99
"510","Data Science Alliance","Melbourne","Australia","Australia",193,"https://www.meetup.com/data-science-alliance/",2020-12-16,4,1,"public",2021-05-04,-37.81,144.96
"511","Chicago Data Science, ML, AI Platform","Chicago","USA","US/Canada",464,"https://www.meetup.com/Chicago-Data-Science-ML-AI-Platform/",2020-03-22,85,2,"public",2021-06-15,41.88,-87.62
"512","Data Science Raleigh","Raleigh","USA","US/Canada",617,"https://www.meetup.com/Data-Science-NC/",2019-07-01,11,2,"public",2021-06-17,35.77,-78.64
"513","ODSC Pune Data Science","Pune","India","Asia",490,"https://www.meetup.com/ODSC-Pune-Data-Science/",2020-02-14,35,2,"public",2021-06-10,18.53,73.84
"514","ODSC Kolkata Data Science","Kolkata","India","Asia",1259,"https://www.meetup.com/ODSC-Kolkata-Data-Science/",2019-08-19,43,2,"public",2021-06-10,22.57,88.36
"515","Orlando Machine Learning and Data Science","Orlando","USA","US/Canada",1496,"https://www.meetup.com/Orlando-MLDS/",2016-11-09,44,1,"public",2021-05-29,28.54,-81.37
"516","Los Angeles Data Science,Machine Learning, AI","Los Angeles","USA","US/Canada",338,"https://www.meetup.com/Los-Angeles-Data-Science-Machine-Learning-AI/",2020-04-20,67,2,"public",2021-06-15,33.97,-118.24
"517","ODSC Tel Aviv Data Science","Tel Aviv-Yafo","Israel","Asia",608,"https://www.meetup.com/Tel-Aviv-Data-Science-ODSC/",2019-08-02,47,4,"public",2021-06-08,32.07,34.77
"518","ODSC Lagos Data Science","Lagos","Nigeria","Africa",1254,"https://www.meetup.com/ODSC-Data-Science-Lagos/",2019-09-20,54,4,"public",2021-06-08,6.45,3.47
"519","ODSC Dallas Data Science","Dallas","USA","US/Canada",374,"https://www.meetup.com/ODSC-Dallas-Data-Science/",2019-11-22,63,2,"public",2021-06-15,32.79,-96.8
"520","Ouagadougou Data Science Meetup Group","Ouagadougou","Burkina Faso","Africa",105,"https://www.meetup.com/ouagadougou-data-science/",2021-02-06,5,0,"public",2021-06-01,12.37,-1.53
"521","ODSC Toronto Data Science","Toronto","Canada","US/Canada",629,"https://www.meetup.com/ODSC-Toronto-Data-Science/",2019-11-22,66,2,"public",2021-06-15,43.74,-79.36
"522","ODSC Montréal Data Science","Montréal","Canada","US/Canada",315,"https://www.meetup.com/ODSC-Montreal-Data-Science/",2019-11-28,63,2,"public",2021-06-15,45.65,-73.5
"523","ODSC Houston Data Science","Houston","USA","US/Canada",250,"https://www.meetup.com/ODSC-Houston-Data-Science/",2019-11-28,66,2,"public",2021-06-15,29.72,-95.22
"524","ODSC Hong Kong Data Science","Hong Kong","Hong Kong","Asia",198,"https://www.meetup.com/ODSC-Hong-Kong-Data-Science/",2019-08-19,14,1,"public",2020-12-19,22.27,114.14
"525","Heilbronn Data Science Gruppe","Heilbronn","Germany","Europe",18,"https://www.meetup.com/Heilbronn-Data-Science-Gruppe/",2019-09-19,0,0,"public",1970-01-01,49.14,9.22
"526","Copenhagen Women in Machine Learning & Data Science","Copenhagen","Denmark","Europe",176,"https://www.meetup.com/Copenhagen-Women-in-Machine-Learning-and-Data-Science/",2019-06-26,1,0,"public",2019-12-16,55.68,12.57
"527","Data Science MIA","Miami","USA","US/Canada",226,"https://www.meetup.com/Miami-Artificial-Intelligence-Meetup-Group/",2019-10-13,10,2,"public",2021-06-17,25.78,-80.2
"528","Seattle Data Science in Action","Seattle","USA","US/Canada",1436,"https://www.meetup.com/meetup-datascience/",2017-10-12,14,0,"public",2019-08-21,47.61,-122.33
"529","Data Science Philippines - Cebu Chapter","Cebu","Philippines","Asia",181,"https://www.meetup.com/Data-Science-Philippines-Cebu-Chapter/",2018-02-03,0,0,"public",1970-01-01,10.32,123.9
"530","Data Science Festival - Melbourne","Melbourne","Australia","Australia",387,"https://www.meetup.com/Data-Science-Festival-Melbourne/",2020-06-22,37,0,"public",2020-12-18,-37.81,144.96
"531","BCG GAMMA Data Science Group","São Paulo","Brazil","Latin America",1015,"https://www.meetup.com/BCG-GAMMA-Data-Science-Group/",2020-05-13,4,0,"public",2021-06-10,-23.53,-46.63
"532","European Data Science Community","Paris","France","Europe",1021,"https://www.meetup.com/European-data-science-community/",2019-07-07,479,23,"public",2021-06-19,48.86,2.34
"533","London Data Science, ML, AI Platform","London","United Kingdom","Europe",841,"https://www.meetup.com/London-Data-Science-ML-AI-Platform/",2020-09-14,43,2,"public",2021-06-15,51.52,-0.1
"534","WiDS TLV - Women in Data Science","Tel Aviv-Yafo","Israel","Asia",85,"https://www.meetup.com/WIDSxTLV/",2021-05-23,0,1,"public",1970-01-01,32.07,34.77
"535","CREWES - Seismic, Machine Learning and Data Science Research","Calgary","Canada","US/Canada",51,"https://www.meetup.com/crewes/",2021-05-06,3,1,"public",2021-06-10,51.05,-114.08
"536","The Assembly: Data Science","Dubai","U.A.E.","Asia",608,"https://www.meetup.com/The-Assembly-Data-Science/",2019-11-10,21,0,"public",2021-06-12,25.27,55.33
"537","Aachen Data Science Meetup (OSTHUS)","Aachen","Germany","Europe",99,"https://www.meetup.com/Osthus-Data-Science-Meetup-Group/",2020-05-19,2,1,"public",2020-11-27,50.77,6.09
"538","Romania Data Science 360 Think Tank Meetup Group","Bucharest","Romania","Europe",16,"https://www.meetup.com/bucharest-data-science-360-think-tank-meetup-group/",2021-05-05,1,0,"public",2021-05-22,44.44,26.1
"539","Learnbay : Data Science Meetup Bangalore","Bangalore","India","Asia",5442,"https://www.meetup.com/Bangalore-Data-Science-Meetup-Learnbay/",2017-06-19,41,0,"public",2021-05-17,12.97,77.56
"540","Data Science Strasbourg","Strasbourg","France","Europe",829,"https://www.meetup.com/data-science-strasbourg/",2014-07-03,27,0,"public",2020-11-04,48.58,7.75
"541","Psychology in Data Science","London","United Kingdom","Europe",110,"https://www.meetup.com/Psychology-in-Data-Science/",2020-03-07,0,0,"public",1970-01-01,51.51,-0.02
"542","Norrköping Data Science Community","Norrköping","Sweden","Europe",164,"https://www.meetup.com/Norrkoping-Data-Science-Community/",2019-05-03,6,0,"public",2020-11-03,58.6,16.17
"543","PR Data Science Community","San Juan","Puerto Rico","Latin America",350,"https://www.meetup.com/prdatascience/",2017-04-08,3,0,"public",2017-08-24,18.46,-66.11
"544","Women in Data Science (WiDS) Cambridge","Cambridge","USA","US/Canada",109,"https://www.meetup.com/Women-in-Data-Science-WiDS-Cambridge/",2020-03-12,0,0,"public",1970-01-01,42.38,-71.13
"545","Bronx Data Science Meetup","Bronx","USA","US/Canada",130,"https://www.meetup.com/Bronx-Big-Data-Meetup/",2017-11-07,1,0,"public",2018-03-05,40.82,-73.92
"546","Spatial Data Science NYC","New York","USA","US/Canada",96,"https://www.meetup.com/Spatial-Data-Science-NYC/",2020-01-24,2,1,"public",2021-03-24,40.75,-73.99
"547","Data Science and Analytics - Southern Oregon","Medford","USA","US/Canada",23,"https://www.meetup.com/meetup-group-dpxhbtmz/",2020-11-26,1,0,"public",2021-01-05,42.31,-122.88
"548","Nürnberg Data Science","Nürnberg","Germany","Europe",101,"https://www.meetup.com/Nuernberg-Data-Science/",2020-02-05,1,0,"public",2020-03-06,49.45,11.05
"549","Data Science Exeter","Exeter","United Kingdom","Europe",448,"https://www.meetup.com/Data-Science-Exeter/",2016-03-02,14,0,"public",2018-03-14,50.73,-3.52
"550","Istanbul - Quematics Data Science & Machine Learning","Istanbul","Turkey","Europe",387,"https://www.meetup.com/Istanbul-Quematics-Data-Science-Machine-Learning/",2020-03-04,6,0,"public",2020-12-07,41.01,28.96
"551","Southern California Data Science and Datapreneurship","Rancho Cucamonga","USA","US/Canada",205,"https://www.meetup.com/Southern-California-Data-Science-and-Datapreneurship/",2019-03-09,26,0,"public",2021-03-21,34.16,-117.59
"552","Data Science with R Meetup Group Bucharest","Bucharest","Romania","Europe",79,"https://www.meetup.com/meetup-group-vtQvWral/",2019-08-02,1,0,"public",2019-11-05,44.44,26.1
"553","Data Science Minneapolis","Minneapolis","USA","US/Canada",1719,"https://www.meetup.com/Data-Science-Minneapolis/",2019-02-05,18,0,"public",2021-04-06,44.98,-93.27
"554","Data Science Malmö","Malmö","Sweden","Europe",332,"https://www.meetup.com/Data-Science-Malmo/",2018-05-21,13,0,"public",2019-09-10,55.61,13.02
"555","Data Science Mumbai","Mumbai","India","Asia",1194,"https://www.meetup.com/ik2analytics/",2018-10-23,46,0,"public",2021-05-15,18.96,72.82
"556","Los Angeles Data Career Coaching","Los Angeles","USA","US/Canada",184,"https://www.meetup.com/meetup-group-fmWRlnaK/",2018-09-29,4,0,"public",2018-11-21,33.97,-118.24
"557","Eblocks Data Analytics Group (E-DAG)","Johannesburg","South Africa","Africa",69,"https://www.meetup.com/eblocks-data-science-group-e-dag/",2020-02-12,0,0,"public",1970-01-01,-26.19,28.04
"558","Data Council London Data Engineering & Science","London","United Kingdom","Europe",681,"https://www.meetup.com/DataCouncil-AI-London-Data-Engineering-and-Science/",2018-11-15,10,0,"public",2020-12-15,51.52,-0.1
"559","Applied Data Science Sydney","Sydney","Australia","Australia",513,"https://www.meetup.com/Applied-Data-Science-Sydney/",2019-09-07,3,0,"public",2020-02-06,-33.87,151.21
"560","Decision Science","London","United Kingdom","Europe",105,"https://www.meetup.com/DecisionIntelligence/",2020-03-02,0,0,"public",1970-01-01,51.51,-0.02
"561","DFW Full Stack Data Science","Plano","USA","US/Canada",109,"https://www.meetup.com/DFW-Full-Stack-Data-Science/",2019-06-28,0,0,"public",1970-01-01,33.06,-96.74
"562","Talk Data to MX","México City","Mexico","Latin America",208,"https://www.meetup.com/Learn-Data-Science-Analyitics-ML-AI-and-talk-data-to-me/",2018-11-06,2,0,"public",2018-11-30,19.43,-99.14
"563","SF Data Meetup","San Francisco","USA","US/Canada",571,"https://www.meetup.com/SF-Data-Meetup/",2018-05-26,1,0,"public",2018-08-29,37.78,-122.42
"564","Early Career & Graduate Data Scientists","London","United Kingdom","Europe",59,"https://www.meetup.com/early-career-graduate-data-scientists/",2021-03-19,1,0,"public",2021-03-23,51.51,-0.08
"565","Data Umbrella India","Bangalore","India","Asia",33,"https://www.meetup.com/data-umbrella-india/",2020-12-01,0,0,"public",1970-01-01,12.97,77.56
"566","Boston Area Pharmaceutical Statistics and Data Science Group","Boston","USA","US/Canada",644,"https://www.meetup.com/Boston-Area-Pharmaceutical-Statistics-and-Data-Science-Group/",2019-05-09,4,0,"public",2020-02-25,42.36,-71.07
"567","PGH Data Science","Pittsburgh","USA","US/Canada",1921,"https://www.meetup.com/PGH-Data-Science/",2017-02-02,25,0,"public",2020-11-16,40.47,-79.95
"568","Silicon Valley Data Visualization Meetup","Palo Alto","USA","US/Canada",704,"https://www.meetup.com/SVDataVizMeetup/",2017-11-26,24,0,"public",2020-02-29,37.41,-122.16
"569","NJ Data Science - Spark, TensorFlow","Princeton","USA","US/Canada",856,"https://www.meetup.com/nj-datascience/",2014-04-12,25,1,"public",2019-05-14,40.37,-74.67
"570","Moffitt Cancer Center Bio-Data Club","Tampa","USA","US/Canada",65,"https://www.meetup.com/biodataclub/",2019-05-30,9,0,"public",2021-06-18,28.06,-82.45
"571","PyData Kaduna","Kaduna","Nigeria","Africa",240,"https://www.meetup.com/PyData-Kaduna/",2019-03-01,2,0,"public",2019-12-22,10.52,7.44
"572","Datascrum","London","United Kingdom","Europe",675,"https://www.meetup.com/Datascrum/",2019-05-02,9,0,"public",2020-11-23,51.52,-0.1
"573","DataSciMT","Cuiabá","Brazil","Latin America",334,"https://www.meetup.com/DataSciMT/",2019-09-30,7,0,"public",2020-08-20,-15.61,-56.09
"574","NeuralMinds Delhi Chapter","Delhi","India","Asia",1763,"https://www.meetup.com/neuralminds-delhi/",2017-03-17,3,0,"public",2018-11-27,28.67,77.21
"575","DataCan Meetup Group","Vancouver","Canada","US/Canada",24,"https://www.meetup.com/datacan-meetup-group/",2021-05-07,0,0,"public",1970-01-01,49.28,-123.04
"576","Kaggle Days Meetup Sevilla","Sevilla","Spain","Europe",164,"https://www.meetup.com/Kaggle-Days-Meetup-Sevilla/",2019-09-20,1,0,"public",2019-11-23,37.4,-5.98
"577","PyData Bulawayo","Bulawayo","Zimbabwe","Africa",23,"https://www.meetup.com/PyData-Bulawayo/",2019-03-07,0,0,"public",1970-01-01,-20.17,28.58
"578","Workshop in Data Science","Milano","Italy","Europe",130,"https://www.meetup.com/Workshop-in-Data-Science/",2019-05-31,1,0,"public",2019-07-08,45.46,9.19
"579","BigNumber Copenhagen","Copenhagen","Denmark","Europe",145,"https://www.meetup.com/bignumber-copenhagen/",2020-08-14,11,0,"public",2021-03-05,55.68,12.57
"580","Ribeirão Preto Artificial Intelligence & Machine Learning","Ribeirão Preto","Brazil","Latin America",355,"https://www.meetup.com/Ribeirao-Preto-Artificial-Intelligence-Machine-Learning/",2018-08-25,10,0,"public",2019-07-03,-21.17,-47.8
"581","PyData Mysore","Mysore","India","Asia",448,"https://www.meetup.com/PyData-Mysore/",2018-11-12,2,0,"public",2019-08-13,12.3,76.64
"582","Long Island Data Analytics Meetups","Old Westbury","USA","US/Canada",338,"https://www.meetup.com/Long-Island-Data-Analytics-Meetup-Group/",2019-06-20,11,0,"public",2021-05-05,40.78,-73.59
"583","Port City Analytics","Wilmington","USA","US/Canada",116,"https://www.meetup.com/PortCityAnalytics/",2018-02-07,6,0,"public",2019-12-12,34.23,-77.94
"584","Artificial Intelligence Meetup (AIM) of Bloomington-Normal","Bloomington","USA","US/Canada",156,"https://www.meetup.com/AIM-of-Bloomington-Normal/",2019-05-06,6,0,"public",2020-10-06,40.48,-88.95
"585","Aspiring Data Scientist Community","Austin","USA","US/Canada",1240,"https://www.meetup.com/Aspiring-Data-Scientist-Community/",2017-06-30,26,0,"public",2020-03-10,30.27,-97.71
"586","QuantUniversity Meetup Group - London","London","United Kingdom","Europe",99,"https://www.meetup.com/QuantUniversity-Meetup-Group/",2020-07-21,38,6,"public",2021-06-16,51.52,-0.1
"587","BigNumber Berlin","Berlin","Germany","Europe",193,"https://www.meetup.com/bignumber-berlin/",2020-08-11,11,0,"public",2021-03-05,52.52,13.38
"588","Cheminformatics and Computational biology","Rockville","USA","US/Canada",29,"https://www.meetup.com/meetup-group-jebqvilo/",2021-06-11,0,0,"public",1970-01-01,39.08,-77.15
"589","BigNumber Stockholm","Stockholm","Sweden","Europe",193,"https://www.meetup.com/bignumber-stockholm/",2020-08-14,11,0,"public",2021-03-05,59.33,18.07
"590","Datapanthy@DeveLearn","Mumbai","India","Asia",37,"https://www.meetup.com/Mumbai-Data-Science-Meetup-Group-Datapanthy-DeveLearn/",2020-01-30,0,0,"public",1970-01-01,18.96,72.82
"591","R-Ladies Abuja","Abuja","Nigeria","Africa",317,"https://www.meetup.com/rladies-abuja/",2020-02-04,5,1,"public",2021-05-15,9.18,7.17
"592","PyData Atlanta","Atlanta","USA","US/Canada",3519,"https://www.meetup.com/PyData-Atlanta/",2016-01-04,65,0,"public",2020-11-11,33.86,-84.4
"593","PyData Boston - Cambridge","Boston","USA","US/Canada",2200,"https://www.meetup.com/PyData-Boston-Cambridge/",2014-10-20,29,0,"public",2021-05-27,42.34,-71.09
"594","Kaggle Days Meetup Madrid","Madrid","Spain","Europe",906,"https://www.meetup.com/kaggle-days-meetup-madrid/",2018-10-13,5,0,"public",2021-03-04,40.42,-3.71
"595","Accenture Data Meetup","Warsaw","Poland","Europe",187,"https://www.meetup.com/meetup-group-GJrQIpUu/",2018-02-10,1,0,"public",2018-02-15,52.26,21.02
"596","GothenburgR – R User Group","Göteborg","Sweden","Europe",9,"https://www.meetup.com/gothenburgr/",2021-05-22,0,0,"public",1970-01-01,57.72,12.01
"597","DataMeet Pune","Pune","India","Asia",860,"https://www.meetup.com/DataMeet-Pune/",2015-07-14,31,0,"public",2019-04-13,18.53,73.84
"598","R-Ladies East Lansing","East Lansing","USA","US/Canada",593,"https://www.meetup.com/rladies-east-lansing/",2017-12-09,31,0,"public",2021-06-15,42.65,-84.49
"599","Hyderabad Machine Learning Foundation Meetup","Hyderabad","India","Asia",1161,"https://www.meetup.com/Hyderabad-Machine-Learning-Foundation-Meetup/",2018-10-02,27,0,"public",2021-06-07,17.4,78.48
"600","Data Visualization RTP","Raleigh","USA","US/Canada",326,"https://www.meetup.com/Data-Visualization-RTP/",2019-08-04,11,2,"public",2021-06-17,35.77,-78.64
"601","GigBuzz Zürich","Zürich","Switzerland","Europe",457,"https://www.meetup.com/GigBuzz-Zurich/",2018-04-23,15,0,"public",2020-05-27,47.38,8.54
"602","Boston Dataquest Group","Boston","USA","US/Canada",840,"https://www.meetup.com/Boston-Dataquest-Group/",2016-10-27,39,0,"public",2021-02-03,42.36,-71.07
"603","Arlington Statistical Computing Meetup","Arlington","USA","US/Canada",240,"https://www.meetup.com/Arlington-Statistical-Computing-Meetup/",2017-02-26,3,0,"public",2017-07-05,38.89,-77.1
"604","Data Viz Jam Sessions","Seattle","USA","US/Canada",1416,"https://www.meetup.com/Data-Viz-Jam-Sessions/",2016-06-25,64,0,"public",2020-02-22,47.61,-122.33
"605","R-Ladies PDX","Portland","USA","US/Canada",249,"https://www.meetup.com/rladies-pdx/",2017-07-20,14,0,"public",2019-08-06,45.5,-122.69
"606","IndyML","Carmel","USA","US/Canada",301,"https://www.meetup.com/IndyML/",2015-07-30,19,0,"public",2020-05-12,39.97,-86.16
"607","Matrixian Group","Amsterdam","Netherlands","Europe",25,"https://www.meetup.com/Matrixian-Group/",2018-10-15,1,0,"public",2018-10-20,52.37,4.89
"608","Mu Sigma","Berlin","Germany","Europe",79,"https://www.meetup.com/Mu-Sigma/",2020-01-31,1,0,"public",2020-10-21,52.52,13.38
"609","Artificial Intelligence for Medical Technology","Amsterdam","Netherlands","Europe",1129,"https://www.meetup.com/Artificial-Intelligence-for-Medical-Technology/",2019-02-26,7,0,"public",2020-12-09,52.37,4.89
"610","Informs DFW Chapter","Dallas","USA","US/Canada",145,"https://www.meetup.com/informs-dfw-chapter/",2021-01-11,2,0,"public",2021-04-21,32.91,-96.73
"611","Angat Tech","Manila","Philippines","Asia",141,"https://www.meetup.com/Angat-Tech/",2020-01-30,2,0,"public",2020-03-19,14.62,120.97
"612","Bioinformatics London","London","United Kingdom","Europe",817,"https://www.meetup.com/Bioinformatics-London/",2015-09-05,41,7,"public",2021-05-27,51.52,-0.1
"613","New York City R/Bioconductor for Genomics","New York","USA","US/Canada",812,"https://www.meetup.com/BiocNYC/",2017-09-05,16,0,"public",2020-05-28,40.75,-73.99
"614","R-Ladies San Jose","San Jose","Costa Rica","Latin America",625,"https://www.meetup.com/rladies-san-jose/",2017-10-09,23,0,"public",2020-10-08,9.93,-84.08
"615","R-Ladies Lima","Lima","Peru","Latin America",1701,"https://www.meetup.com/rladies-lima/",2018-01-25,15,0,"public",2021-05-29,-12.07,-77.05
"616","Tallinn R Users Group","Tallinn","Estonia","Europe",144,"https://www.meetup.com/r-tallinn/",2019-08-16,2,1,"public",2020-01-16,59.44,24.74
"617","R-Ladies Madrid","Madrid","Spain","Europe",1780,"https://www.meetup.com/rladies-madrid/",2016-09-02,45,0,"public",2021-06-17,40.42,-3.71
"618","R-Ladies Barcelona","Barcelona","Spain","Europe",660,"https://www.meetup.com/rladies-barcelona/",2016-10-22,22,1,"public",2021-05-25,41.4,2.17
"619","IBM Power Systems Users","Southfield","USA","US/Canada",129,"https://www.meetup.com/IBM-Power-Systems-Users/",2018-02-19,7,0,"public",2020-07-29,42.47,-83.29
"620","DataViz Wellington","Wellington","New Zealand","Australia",764,"https://www.meetup.com/DataViz-Wellington/",2018-08-30,19,0,"public",2020-11-25,-41.28,174.78
"621","Hong Kong Experienced Software Developer Meetup Group","Hong Kong","Hong Kong","Asia",1,"https://www.meetup.com/hong-kong-experienced-software-developer-meetup-group/",2021-06-19,0,1,"public",1970-01-01,22.27,114.14
"622","The East Bay R Language Enthusiasts Group","Oakland","USA","US/Canada",1729,"https://www.meetup.com/r-enthusiasts/",2012-01-28,92,0,"public",2020-02-12,37.81,-122.27
"623","R-Ladies Guayaquil","Guayaquil","Ecuador","Latin America",615,"https://www.meetup.com/rladies-guayaquil/",2018-04-05,11,1,"public",2021-06-10,-2.21,-79.9
"624","Bangalore Programmer Group - C/Data Structures and Algo","Bangalore","India","Asia",168,"https://www.meetup.com/bangalore-cprogramming/",2019-11-27,2,0,"public",2019-12-08,12.97,77.56
"625","The Project Management Group- Hyderabad Chapter","Hyderabad","India","Asia",33,"https://www.meetup.com/the-data-discussion/",2020-12-23,1,0,"public",2021-01-03,17.4,78.48
"626","Analytics Para Todos - Panama Group","Panamá","Panama","Latin America",69,"https://www.meetup.com/analytics-en-espanol/",2021-02-01,2,0,"public",2021-02-18,8.97,-79.53
"627","RASA Community  Chapter Madrid - Spain","Madrid","Spain","Europe",61,"https://www.meetup.com/RASA-Chatbots-Community-Spain/",2020-03-02,2,0,"public",2020-10-21,40.42,-3.71
"628","Israel Tech Challenge","Tel Aviv-Yafo","Israel","Asia",155,"https://www.meetup.com/Itc-tech/",2018-07-16,15,0,"public",2020-01-14,32.07,34.77
"629","Fairness in AI","Amsterdam","Netherlands","Europe",111,"https://www.meetup.com/Fairness-in-AI/",2020-02-19,0,0,"public",1970-01-01,52.37,4.89
"630","R-Ladies Frankfurt","Frankfurt","Germany","Europe",114,"https://www.meetup.com/rladies-frankfurt/",2019-02-27,9,0,"public",2020-02-20,50.12,8.68
"631","Triangle Julia Users","Raleigh","USA","US/Canada",153,"https://www.meetup.com/Triangle-Julia-Users/",2014-01-26,14,0,"public",2016-12-13,35.79,-78.65
"632","R-Ladies Amsterdam","Amsterdam","Netherlands","Europe",1110,"https://www.meetup.com/rladies-amsterdam/",2018-02-10,28,1,"public",2021-03-24,52.37,4.89
"633","R-Ladies Baltimore","Baltimore","USA","US/Canada",891,"https://www.meetup.com/rladies-baltimore/",2018-02-26,22,0,"public",2021-04-01,39.29,-76.62
"634","R-Ladies Lausanne","Lausanne","Switzerland","Europe",317,"https://www.meetup.com/rladies-lausanne/",2017-12-02,12,0,"public",2019-12-03,46.52,6.62
"635","R-Ladies Newcastle","Newcastle Upon Tyne","United Kingdom","Europe",265,"https://www.meetup.com/rladies-newcastle/",2019-02-27,10,0,"public",2020-04-03,55,-1.6
"636","R-Ladies San Diego","San Diego","USA","US/Canada",631,"https://www.meetup.com/rladies-san-diego/",2017-06-16,35,1,"public",2021-02-10,32.75,-117.17
"637","R-Ladies Johannesburg","Johannesburg","South Africa","Africa",835,"https://www.meetup.com/rladies-johannesburg/",2018-02-26,30,1,"public",2021-03-30,-26.19,28.04
"638","BernR","Bern","Switzerland","Europe",187,"https://www.meetup.com/Bern-R/",2018-11-08,13,0,"public",2019-12-09,46.95,7.44
"639","R-Ladies Manchester","Manchester","United Kingdom","Europe",480,"https://www.meetup.com/rladies-manchester/",2016-11-29,20,0,"public",2020-04-07,53.47,-2.23
"640","R-Ladies Lancaster","Lancaster","United Kingdom","Europe",131,"https://www.meetup.com/rladies-lancaster/",2018-09-12,8,0,"public",2020-03-04,54.05,-2.8
"641","CoderGirls Aarhus","Århus","Denmark","Europe",105,"https://www.meetup.com/codergirls_aarhus/",2016-06-03,59,0,"public",2021-04-30,56.16,10.21
"642","Digital India","Noida","India","Asia",422,"https://www.meetup.com/Digital-India/",2015-09-27,0,0,"public",1970-01-01,28.58,77.33
"643","R-Ladies Tampa","Tampa","USA","US/Canada",316,"https://www.meetup.com/rladies-tampa/",2018-03-11,33,0,"public",2020-09-12,27.98,-82.34
"644","R-Ladies Santa Barbara","Santa Barbara","USA","US/Canada",514,"https://www.meetup.com/rladies-santa-barbara/",2018-01-26,17,1,"public",2021-05-27,34.42,-119.71
"645","R-Ladies Bilbao","Bilbao","Spain","Europe",199,"https://www.meetup.com/rladies-bilbao/",2019-02-27,4,0,"public",2020-01-14,43.25,-2.93
"646","R-Ladies Cape Town","Cape Town","South Africa","Africa",718,"https://www.meetup.com/rladies-cape-town/",2017-03-06,30,0,"public",2020-10-28,-33.93,18.46
"647","Göttingen R User Group","Göttingen","Germany","Europe",47,"https://www.meetup.com/Gottingen-Software-Development-Meetup/",2019-02-05,2,0,"public",2019-12-04,51.53,9.92
"648","Michiana R Users Group","Granger","USA","US/Canada",35,"https://www.meetup.com/meetup-group-gLOzoDRd/",2020-02-24,3,0,"public",2020-11-20,41.74,-86.16
"649","R-Ladies Ames","Ames","USA","US/Canada",241,"https://www.meetup.com/rladies-ames/",2016-11-25,79,0,"public",2020-11-12,42.03,-93.64
"650","R-Ladies El Paso","El Paso","USA","US/Canada",63,"https://www.meetup.com/rladies-el-paso/",2019-04-19,4,0,"public",2020-03-12,31.76,-106.49
"651","Komunitas R Indonesia","Jakarta","Indonesia","Asia",1187,"https://www.meetup.com/r-indonesia/",2019-04-28,10,0,"public",2020-12-28,-6.18,106.83
"652","R-Ladies Taipei","Taipei","Taiwan","Asia",1789,"https://www.meetup.com/rladies-taipei/",2016-10-23,47,0,"public",2021-04-26,25.02,121.45
