"","name","city","country","region","members","fullurl","created","past_events","upcoming_events","visibility","last_event","lat","lon"
"811","R-Ladies Jakarta","Jakarta","Indonesia","Asia",573,"https://www.meetup.com/rladies-jakarta/",2019-07-06,13,0,"public",2021-04-03,-6.18,106.83
"812","R-Ladies Dallas","Dallas","USA","US/Canada",672,"https://www.meetup.com/rladies-dallas/",2018-03-04,34,3,"public",2021-06-01,32.79,-96.8
"813","R-Ladies Lavras","Lavras","Brazil","Latin America",58,"https://www.meetup.com/rladies-lavras/",2019-04-16,4,0,"public",2021-06-08,-21.25,-45.01
"814","R-Ladies Cotonou","Cotonou","Benin","Africa",35,"https://www.meetup.com/rladies-cotonou/",2018-03-29,2,0,"public",2020-02-08,6.36,2.44
"815","R-Ladies Göteborg","Göteborg","Sweden","Europe",160,"https://www.meetup.com/rladies-goteborg/",2019-11-23,5,0,"public",2020-11-03,57.72,12.01
"816","R-Ladies Helsinki","Helsinki","Finland","Europe",409,"https://www.meetup.com/rladies-helsinki/",2018-09-07,15,0,"public",2021-03-10,60.17,24.94
"817","R-Ladies Mumbai","Mumbai","India","Asia",103,"https://www.meetup.com/rladies-mumbai/",2019-11-23,2,0,"public",2021-02-27,18.96,72.82
"818","R-Ladies Oxford","Oxford","United Kingdom","Europe",32,"https://www.meetup.com/rladies-oxford/",2020-01-12,0,0,"public",1970-01-01,51.76,-1.26
"819","R-Ladies Niš","Niš","Serbia","Europe",12,"https://www.meetup.com/rladies-nis/",2020-02-22,0,0,"public",1970-01-01,43.33,21.9
"820","R-Ladies Boston","Boston","USA","US/Canada",969,"https://www.meetup.com/rladies-boston/",2016-09-16,42,0,"public",2021-01-12,42.36,-71.07
"821","R-Ladies London, Ontario","London","Canada","US/Canada",462,"https://www.meetup.com/rladies-ldnont/",2017-01-17,28,0,"public",2020-03-03,43.01,-81.18
"822","R-Ladies Coventry","Coventry","United Kingdom","Europe",271,"https://www.meetup.com/rladies-coventry/",2020-02-22,5,0,"public",2021-05-18,52.42,-1.5
"823","R-Ladies São Paulo","São Paulo","Brazil","Latin America",1272,"https://www.meetup.com/rladies-sao-paulo/",2018-02-10,23,0,"public",2021-05-08,-23.53,-46.63
"824","R-Ladies Darwin","Darwin","Australia","Australia",13,"https://www.meetup.com/rladies-darwin/",2021-03-21,0,0,"public",1970-01-01,-12.46,130.84
"825","R-Ladies Nairobi","Nairobi","Kenya","Africa",740,"https://www.meetup.com/rladies-nairobi/",2020-06-13,9,0,"public",2021-06-12,-1.29,36.82
"826","R-Ladies São Mateus","São Mateus","Brazil","Latin America",7,"https://www.meetup.com/rladies-sao-mateus/",2021-03-21,0,0,"public",1970-01-01,-18.73,-39.86
"827","R-Ladies Colombo","Colombo","Sri Lanka","Asia",279,"https://www.meetup.com/rladies-colombo/",2019-12-15,5,0,"public",2021-04-22,6.93,79.85
"828","R-Ladies Syracuse","Syracuse","USA","US/Canada",8,"https://www.meetup.com/rladies-syracuse/",2019-11-30,0,0,"public",1970-01-01,43.04,-76.15
"829","R-Ladies Kingston","Kingston","Canada","US/Canada",3,"https://www.meetup.com/rladies-kingston/",2021-03-21,0,0,"public",1970-01-01,44.22,-76.51
"830","R-Ladies New Orleans","New Orleans","USA","US/Canada",38,"https://www.meetup.com/rladies-new-orleans/",2019-11-30,1,0,"public",2020-02-11,29.96,-90.08
"831","R-Ladies Mid-Mo","Columbia","USA","US/Canada",118,"https://www.meetup.com/rladies-mid-mo/",2019-12-15,15,0,"public",2021-04-27,38.9,-92.25
"832","R-Ladies Monterrey","Monterrey","Mexico","Latin America",350,"https://www.meetup.com/rladies-monterrey/",2020-01-12,8,0,"public",2021-03-05,25.67,-100.32
"833","R-Ladies Vitória","Vitória","Brazil","Latin America",201,"https://www.meetup.com/rladies-vitoria/",2019-09-29,4,0,"public",2021-04-28,-20.31,-40.31
"834","R-Ladies Dublin","Dublin","Ireland","Europe",852,"https://www.meetup.com/rladies-dublin/",2016-11-12,25,0,"public",2021-02-15,53.33,-6.25
"835","R-Ladies Belo Horizonte","Belo Horizonte","Brazil","Latin America",871,"https://www.meetup.com/rladies-belo-horizonte/",2018-04-20,18,0,"public",2021-05-26,-19.92,-43.94
"836","R-Ladies Milan","Milano","Italy","Europe",1045,"https://www.meetup.com/rladies-milan/",2017-06-29,30,1,"public",2021-06-08,45.46,9.19
"837","R-Ladies New York","New York","USA","US/Canada",2038,"https://www.meetup.com/rladies-newyork/",2016-08-23,59,0,"public",2021-06-10,40.75,-73.99
"838","R-Ladies Lexington Park","Lexington Park","USA","US/Canada",36,"https://www.meetup.com/rladies-lexington-park/",2019-08-16,2,0,"public",2020-12-15,38.27,-76.46
"839","R-Ladies Cuernavaca","Cuernavaca","Mexico","Latin America",517,"https://www.meetup.com/rladies-cuernavaca/",2019-08-15,12,0,"public",2021-05-06,18.92,-99.25
"840","R Ladies Aarhus","Aarhus","Denmark","Europe",20,"https://www.meetup.com/rladies-aarhus/",2020-11-20,1,0,"public",2021-06-16,56.16,10.2
"841","R-Ladies Cochabamba","Cochabamba","Bolivia","Latin America",12,"https://www.meetup.com/rladies-cochabamba/",2020-06-12,0,0,"public",1970-01-01,-17.38,-66.17
"842","R-Ladies Jujuy","Jujuy","Argentina","Latin America",131,"https://www.meetup.com/rladies-jujuy/",2020-11-20,1,0,"public",2020-12-21,-24.19,-65.3
"843","R-Ladies Austin","Austin","USA","US/Canada",636,"https://www.meetup.com/rladies-austin/",2017-01-31,45,0,"public",2020-01-22,30.22,-97.75
"844","R-Ladies Ankara","Ankara","Turkey","Europe",599,"https://www.meetup.com/rladies-ankara/",2019-07-01,16,0,"public",2021-03-23,39.93,32.85
"845","R-Ladies Ushuaia","Ushuaia","Argentina","Latin America",29,"https://www.meetup.com/rladies-ushuaia/",2020-05-16,3,0,"public",2020-12-07,-54.79,-68.31
"846","R-Ladies Den Bosch","Den Bosch","Netherlands","Europe",114,"https://www.meetup.com/rladies-den-bosch/",2019-03-23,7,0,"public",2021-04-28,51.7,5.3
"847","R-Ladies Bogor","Bogor","Indonesia","Asia",279,"https://www.meetup.com/rladies-bogor/",2019-04-07,8,0,"public",2020-02-29,-6.58,106.79
"848","R-Ladies Calgary","Calgary","Canada","US/Canada",157,"https://www.meetup.com/rladies-calgary/",2019-09-14,4,1,"public",2021-05-31,51.04,-114.06
"849","R-Ladies Podgorica","Podgorica","Montenegro","Europe",28,"https://www.meetup.com/rladies-podgorica/",2019-09-18,1,0,"public",2019-10-03,42.47,19.28
"850","R-Ladies Al-Khartum","al-Khartum","Sudan","Africa",47,"https://www.meetup.com/rladies-al-khartum/",2019-11-23,0,0,"public",1970-01-01,15.58,32.52
"851","R-Ladies Masqat","Muscat","Oman","Asia",132,"https://www.meetup.com/rladies-masqat/",2019-10-31,1,0,"public",2020-02-08,23.61,58.54
"852","R-Ladies Oxford Ohio","Oxford","USA","US/Canada",57,"https://www.meetup.com/rladies-oxford-ohio/",2019-11-23,4,0,"public",2021-03-03,39.49,-84.74
"853","R-Ladies Beijing","Beijing","China","Asia",57,"https://www.meetup.com/rladies-beijing/",2019-11-13,3,0,"public",2020-07-09,39.93,116.4
"854","R-Ladies Nelson","Nelson","New Zealand","Australia",18,"https://www.meetup.com/rladies-nelson/",2019-03-23,0,0,"public",1970-01-01,-41.29,173.24
"855","R-Ladies Queretaro","Querétaro","Mexico","Latin America",613,"https://www.meetup.com/rladies-queretaro/",2019-03-30,15,0,"public",2021-06-19,20.59,-100.4
"856","R-Ladies Medellín","Medellín","Colombia","Latin America",551,"https://www.meetup.com/rladies-medellin/",2019-09-28,7,0,"public",2021-06-16,6.25,-75.59
"857","R-Ladies Eskisehir","Eskisehir","Turkey","Europe",226,"https://www.meetup.com/rladies-eskisehir/",2019-11-13,17,1,"public",2021-06-03,39.79,30.52
"858","R-Ladies Lagos","Lagos","Nigeria","Africa",303,"https://www.meetup.com/rladies-lagos/",2019-08-16,3,0,"public",2020-02-22,6.45,3.47
"859","R-Ladies Floripa","Florianópolis","Brazil","Latin America",443,"https://www.meetup.com/rladies-florianopolis/",2019-04-07,8,0,"public",2020-02-19,-27.6,-48.54
"860","R-Ladies Galapagos Islands","Puerto Ayora","Ecuador","Pacific/Galapagos",263,"https://www.meetup.com/rladies-galapagos-islands/",2020-01-12,15,1,"public",2021-06-10,-0.74,-90.32
"861","R-Ladies Pachuca","Pachuca","Mexico","Latin America",17,"https://www.meetup.com/rladies-pachuca/",2019-09-15,0,0,"public",1970-01-01,20.12,-98.76
"862","R-Ladies Banda Aceh","Banda Aceh","Indonesia","Asia",36,"https://www.meetup.com/rladies-banda-aceh/",2020-06-24,2,0,"public",2020-11-29,5.55,95.32
"863","R-Ladies Barranquilla","Barranquilla","Colombia","Latin America",248,"https://www.meetup.com/rladies-barranquilla/",2020-05-02,8,1,"public",2021-06-10,11,-74.82
"864","R-Ladies Göttingen","Göttingen","Germany","Europe",25,"https://www.meetup.com/rladies-gottingen/",2021-03-27,2,0,"public",2021-05-28,51.53,9.92
"865","R-Ladies Thessaloníki","Thessaloníki","Greece","Europe",7,"https://www.meetup.com/rladies-thessaloniki/",2021-03-21,0,0,"public",1970-01-01,40.64,22.94
"866","R-Ladies Izmir","Izmir","Turkey","Europe",13,"https://www.meetup.com/rladies-izmir/",2021-02-12,0,0,"public",1970-01-01,38.43,27.15
"867","R-Ladies Asunción","Asunción","Paraguay","Latin America",73,"https://www.meetup.com/rladies-asuncion/",2020-07-03,1,0,"public",2020-07-11,-25.3,-57.63
"868","R-Ladies Bangalore","Bangalore","India","Asia",149,"https://www.meetup.com/rladies-bangalore/",2020-08-12,9,0,"public",2021-04-25,12.97,77.56
"869","R-Ladies Tunis","Tunis","Tunisia","Africa",925,"https://www.meetup.com/rladies-tunis/",2020-05-15,42,2,"public",2021-06-11,36.84,10.22
"870","R-Ladies Saudi Arabia (Dammam)","Dammam","Saudi Arabia","Asia",283,"https://www.meetup.com/rladies-dammam/",2020-11-20,6,1,"public",2021-06-09,26.42,50.09
"871","R-Ladies Milagro","Milagro","Ecuador","Latin America",100,"https://www.meetup.com/rladies-milagro/",2021-04-16,3,1,"public",2021-06-10,-2.18,-79.6
"872","R-Ladies Natal","Natal","Brazil","Latin America",411,"https://www.meetup.com/rladies-natal/",2020-06-07,9,1,"public",2021-06-04,-5.8,-35.22
"873","R-Ladies Comitán","Comitan","Mexico","Latin America",51,"https://www.meetup.com/rladies-comitan/",2021-03-27,1,0,"public",2021-05-25,16.25,-92.13
"874","R-Ladies Brasília","Brasília","Brazil","Latin America",16,"https://www.meetup.com/rladies-brasilia/",2021-03-21,0,1,"public",1970-01-01,-15.78,-47.91
"875","R-Ladies Algiers","al-Jaza´ir","Algeria","Africa",169,"https://www.meetup.com/rladies-algiers/",2020-05-02,3,0,"public",2020-11-24,36.77,3.04
"876","R-Ladies Fortaleza","Fortaleza","Brazil","Latin America",108,"https://www.meetup.com/rladies-fortaleza/",2020-06-09,2,0,"public",2020-12-12,-3.78,-38.59
"877","R-Ladies Glasgow","Glasgow","United Kingdom","Europe",61,"https://www.meetup.com/rladies-glasgow/",2020-06-24,2,0,"public",2021-03-12,55.86,-4.24
"878","R-Ladies Curitiba","Curitiba","Brazil","Latin America",55,"https://www.meetup.com/rladies-curitiba/",2020-06-12,3,0,"public",2020-12-01,-25.42,-49.29
"879","R-Ladies Waltham","Waltham","USA","US/Canada",26,"https://www.meetup.com/rladies-waltham/",2020-07-03,1,0,"public",2020-11-13,42.4,-71.26
"880","R-Ladies Cordoba","Córdoba","Argentina","Latin America",32,"https://www.meetup.com/rladies-cordoba/",2020-05-14,3,0,"public",2020-12-07,-31.4,-64.19
"881","R-Ladies General Pico","General Pico","Argentina","Latin America",63,"https://www.meetup.com/rladies-general-pico/",2020-03-14,5,0,"public",2020-10-03,-35.66,-63.77
"882","R-Ladies Kuala Lumpur","Kuala Lumpur","Malaysia","Asia",15,"https://www.meetup.com/rladies-kuala-lumpur/",2020-11-23,0,0,"public",1970-01-01,3.16,101.71
"883","R-Ladies Ha Noi","Ha Noi","Vietnam","Asia",45,"https://www.meetup.com/rladies-ha-noi/",2020-02-16,0,0,"public",1970-01-01,21.03,105.84
"884","R-Ladies Aguascalientes","Aguascalientes","Mexico","Latin America",318,"https://www.meetup.com/rladies-aguascalientes/",2020-02-22,5,0,"public",2020-11-24,21.88,-102.3
"885","R-Ladies Tijuana","Tijuana","Mexico","Latin America",48,"https://www.meetup.com/rladies-tijuana/",2020-08-24,2,0,"public",2020-09-25,32.53,-117.02
"886","R-Ladies Concepción","Concepción","Chile","Latin America",543,"https://www.meetup.com/rladies-concepcion/",2019-04-16,36,0,"public",2021-06-03,-36.83,-73.05
"887","R-Ladies Guadalajara","Guadalajara","Mexico","Latin America",666,"https://www.meetup.com/rladies-guadalajara/",2020-08-15,5,0,"public",2021-03-26,20.67,-103.35
"888","R-Ladies Athens Greece","Athens","Greece","Europe",13,"https://www.meetup.com/rladies-athens-gr/",2021-03-21,0,0,"public",1970-01-01,37.98,23.73
"889","R-Ladies Talca","Talca","Chile","Latin America",173,"https://www.meetup.com/rladies-talca/",2020-05-14,11,0,"public",2021-06-03,-35.42,-71.66
"890","R-Ladies Bogotá","Bogotá","Colombia","Latin America",311,"https://www.meetup.com/rladies-bogota/",2017-09-22,9,0,"public",2021-05-06,4.63,-74.09
